,Watershed,Subsubwatershed,Product,Areaini,Areareproj,Surfmax,Surfmin,Surfavg,max,min,avg,Surfcloudmax,Surfcloudmin,Surfcloudavg,Surfbadpixmax,Surfbadpixmin,Surfbadpixavg,date
94,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-03-21
95,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0536646683241194,0.0536646683241194,0.0536646683241194,0.4172,0.4172,0.4172,50.12280021472757,39.4435312182278,44.78316571647768,0.0,0.0,0.0,2017-10-31
96,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-02-01
97,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,1.5026107130753446,0.4293173465929555,0.96596402983415,0.0,0.0,0.0,2018-07-11
98,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-08
99,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-01-16
100,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0536646683241194,0.0,0.0268323341620597,0.0,0.0,0.0,2014-08-28
101,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.482982014917075,0.2146586732964777,0.3488203441067764,0.0,0.0,0.0,2019-11-16
102,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,42.71707598599908,37.61893249520774,40.16800424060341,0.0,0.0,0.0,2008-09-12
103,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,79.96035580293798,68.52978144990054,74.24506862641925,0.0,0.0,0.0,2010-05-24
104,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001-08-28
105,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-03
